Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,11180.000000,11620.000000,10635.000000,10800.000000,9254.642578,44448000
2018-01-08,10800.000000,10940.000000,10700.000000,10850.000000,9297.488281,43629500
2018-01-15,10850.000000,11000.000000,10850.000000,10890.000000,9331.763672,59268000
2018-01-22,10890.000000,11155.000000,10860.000000,10910.000000,9348.902344,44043000
2018-01-29,11000.000000,11140.000000,10500.000000,11005.000000,9430.309570,59799500
2018-02-05,10790.000000,11080.000000,10700.000000,11080.000000,9494.579102,75593000
2018-02-12,11040.000000,11110.000000,10855.000000,10910.000000,9348.902344,35915500
2018-02-19,10900.000000,11000.000000,10790.000000,10890.000000,9331.763672,50283000
2018-02-26,10890.000000,10920.000000,10745.000000,10780.000000,9237.505859,56477500
2018-03-05,10900.000000,10900.000000,10040.000000,10110.000000,8663.375000,71074000
2018-03-12,10165.000000,10205.000000,9830.000000,9940.000000,8517.698242,61746000
2018-03-19,9940.000000,10360.000000,9870.000000,10195.000000,8736.210938,40049000
2018-03-26,10200.000000,10245.000000,9795.000000,9905.000000,8487.707031,33414500
2018-04-02,10030.000000,10160.000000,9810.000000,10155.000000,8701.933594,23451500
2018-04-09,10155.000000,10500.000000,10040.000000,10040.000000,8603.390625,32148500
2018-04-16,10040.000000,10380.000000,10040.000000,10315.000000,8839.041016,7122000
2018-04-23,10220.000000,10220.000000,9600.000000,9600.000000,8226.347656,47307000
2018-04-30,9230.000000,9470.000000,8980.000000,9070.000000,7772.186035,32329000
2018-05-07,9160.000000,9925.000000,9160.000000,9800.000000,8397.731445,60448000
2018-05-14,9800.000000,9805.000000,9060.000000,9235.000000,7913.577637,62625500
2018-05-21,9255.000000,9645.000000,9160.000000,9360.000000,8020.690918,40879000
2018-05-28,9360.000000,9590.000000,9080.000000,9120.000000,7815.032227,59338500
2018-06-04,9120.000000,9380.000000,9080.000000,9080.000000,7780.754395,66614500
2018-06-11,9080.000000,9080.000000,9080.000000,9080.000000,7867.887207,0
2018-06-18,9080.000000,9220.000000,8775.000000,8840.000000,7659.926758,59364500
2018-06-25,8860.000000,9220.000000,8780.000000,9220.000000,7989.199707,52888000
2018-07-02,9180.000000,9340.000000,8810.000000,9150.000000,7928.542969,28861000
2018-07-09,9240.000000,9525.000000,9115.000000,9380.000000,8127.839844,30088500
2018-07-16,9460.000000,9470.000000,8840.000000,8840.000000,7659.926758,31240500
2018-07-23,8840.000000,8975.000000,8715.000000,8865.000000,7681.589355,35219500
2018-07-30,8880.000000,9045.000000,8530.000000,8990.000000,7789.902832,56512500
2018-08-06,8990.000000,9035.000000,8580.000000,8710.000000,7547.280762,61535500
2018-08-13,8710.000000,8710.000000,8080.000000,8505.000000,7369.646973,53749000
2018-08-20,8520.000000,8700.000000,8400.000000,8600.000000,7451.963867,35933500
2018-08-27,8600.000000,8920.000000,8560.000000,8770.000000,7599.270996,45637000
2018-09-03,8790.000000,8910.000000,8200.000000,8895.000000,7707.584473,58402500
2018-09-10,8895.000000,9445.000000,8750.000000,9420.000000,8162.501465,67237000
2018-09-17,9420.000000,9430.000000,9000.000000,9415.000000,8158.168457,53150500
2018-09-24,9420.000000,9440.000000,9195.000000,9405.000000,8149.503418,44453000
2018-10-01,9305.000000,9440.000000,8460.000000,8535.000000,7395.642090,47620000
2018-10-08,8560.000000,9040.000000,8560.000000,8860.000000,7677.256348,42987500
2018-10-15,8935.000000,9145.000000,8720.000000,8970.000000,7772.573242,38313000
2018-10-22,8970.000000,9030.000000,8440.000000,8835.000000,7655.595215,45727500
2018-10-29,8880.000000,8960.000000,8405.000000,8545.000000,7404.306641,80134500
2018-11-05,8545.000000,8680.000000,8025.000000,8065.000000,6988.383789,128391000
2018-11-12,8100.000000,8370.000000,7780.000000,8295.000000,7187.680176,93036500
2018-11-19,8360.000000,8450.000000,8000.000000,8430.000000,7378.261230,45233000
2018-11-26,8430.000000,8500.000000,8100.000000,8450.000000,7395.766113,61910000
2018-12-03,8550.000000,8840.000000,8550.000000,8800.000000,7702.100098,68352500
2018-12-10,8800.000000,8930.000000,8730.000000,8900.000000,7789.623535,45924500
2018-12-17,8900.000000,9320.000000,8535.000000,9320.000000,8157.223633,55808500
2018-12-24,9320.000000,9360.000000,9005.000000,9080.000000,7947.165527,28101000
2018-12-31,9080.000000,9560.000000,9080.000000,9560.000000,8367.282227,24982500
2019-01-07,9600.000000,9840.000000,9200.000000,9690.000000,8481.062500,59645000
2019-01-14,9660.000000,9970.000000,9540.000000,9785.000000,8564.208984,57842000
2019-01-21,9795.000000,9830.000000,9700.000000,9810.000000,8586.089844,38434500
2019-01-28,9800.000000,10000.000000,9500.000000,10000.000000,8752.385742,79131000
2019-02-04,10000.000000,10010.000000,9700.000000,9965.000000,8721.753906,27260500
2019-02-11,9960.000000,9960.000000,9600.000000,9600.000000,8402.289063,35301500
2019-02-18,9600.000000,10025.000000,9585.000000,9900.000000,8664.862305,48829500
2019-02-25,9970.000000,9995.000000,9735.000000,9810.000000,8586.089844,46534500
2019-03-04,9810.000000,9820.000000,9600.000000,9620.000000,8419.794922,21923000
2019-03-11,9750.000000,9990.000000,9610.000000,9960.000000,8717.376953,25503000
2019-03-18,9980.000000,9980.000000,9770.000000,9830.000000,8603.595703,16143000
2019-03-25,9845.000000,9900.000000,9650.000000,9840.000000,8612.347656,17372000
2019-04-01,9845.000000,9890.000000,9715.000000,9755.000000,8537.953125,11647500
2019-04-08,9805.000000,9850.000000,9615.000000,9820.000000,8594.842773,17213500
2019-04-15,9890.000000,10105.000000,9720.000000,9880.000000,8647.357422,29404000
2019-04-22,9880.000000,9890.000000,9050.000000,9100.000000,7964.671387,85644000
2019-04-29,9100.000000,9185.000000,8755.000000,8930.000000,7815.879883,71090500
2019-05-06,8860.000000,9105.000000,8600.000000,8840.000000,7737.109375,65956000
2019-05-13,8840.000000,8860.000000,8305.000000,8320.000000,7281.985840,67160000
2019-05-20,8400.000000,8750.000000,8355.000000,8705.000000,7618.951660,47138000
2019-05-27,8705.000000,8900.000000,8500.000000,8900.000000,7789.623535,107132500
