Date,Open,High,Low,Close,Adj Close,Volume
2019-11-11,1550.000000,1555.000000,1500.000000,1510.000000,1398.158813,56094700
2019-11-18,1510.000000,1540.000000,1490.000000,1515.000000,1402.788452,68532100
2019-11-25,1505.000000,1550.000000,1475.000000,1525.000000,1412.047729,158973000
2019-12-02,1535.000000,1600.000000,1525.000000,1570.000000,1453.714600,85626300
2019-12-09,1570.000000,1600.000000,1545.000000,1600.000000,1481.492554,83862500
2019-12-16,1605.000000,1635.000000,1555.000000,1610.000000,1490.751953,162570000
2019-12-23,1625.000000,1640.000000,1575.000000,1615.000000,1495.381592,52988400
2019-12-30,1600.000000,1635.000000,1590.000000,1635.000000,1513.900269,49316900
2020-01-06,1630.000000,1640.000000,1570.000000,1600.000000,1481.492554,68556800
2020-01-13,1590.000000,1680.000000,1560.000000,1615.000000,1495.381592,116510100
2020-01-20,1615.000000,1635.000000,1540.000000,1540.000000,1425.936768,52543700
2020-01-27,1540.000000,1560.000000,1430.000000,1430.000000,1324.083862,87544800
2020-02-03,1410.000000,1490.000000,1410.000000,1470.000000,1361.121338,75916200
2020-02-10,1485.000000,1485.000000,1360.000000,1390.000000,1287.046753,103148700
2020-02-17,1390.000000,1475.000000,1365.000000,1365.000000,1263.898438,86546400
2020-02-24,1360.000000,1400.000000,1175.000000,1220.000000,1129.638184,175712600
2020-03-02,1220.000000,1340.000000,1185.000000,1235.000000,1143.527222,160196700
2020-03-09,1220.000000,1220.000000,1040.000000,1045.000000,967.599915,146155200
2020-03-16,1020.000000,1125.000000,915.000000,980.000000,907.414307,312247900
2020-03-23,980.000000,1160.000000,830.000000,1010.000000,935.192200,399942900
2020-03-30,1010.000000,1300.000000,940.000000,1250.000000,1157.416138,398321700
2020-04-06,1290.000000,1310.000000,1085.000000,1140.000000,1055.563477,219622500
2020-04-13,1140.000000,1245.000000,1100.000000,1195.000000,1106.489746,246660600
2020-04-20,1200.000000,1290.000000,1155.000000,1255.000000,1162.045898,240323700
2020-04-27,1275.000000,1500.000000,1255.000000,1440.000000,1333.343262,205779300
2020-05-04,1400.000000,1440.000000,1350.000000,1400.000000,1296.306030,156838500
2020-05-11,1410.000000,1420.000000,1355.000000,1400.000000,1296.306030,145132900
2020-05-18,1400.000000,1405.000000,1315.000000,1340.000000,1240.750122,106622200
2020-05-25,1340.000000,1460.000000,1310.000000,1415.000000,1310.194946,299143300
2020-06-01,1415.000000,1440.000000,1320.000000,1410.000000,1305.565430,183794400
2020-06-08,1415.000000,1520.000000,1350.000000,1380.000000,1296.106934,181830400
2020-06-15,1390.000000,1460.000000,1360.000000,1460.000000,1371.243652,149744000
2020-06-22,1440.000000,1490.000000,1430.000000,1445.000000,1357.155518,67859600
2020-06-29,1445.000000,1510.000000,1430.000000,1495.000000,1404.115845,109000500
2020-07-06,1495.000000,1545.000000,1470.000000,1470.000000,1380.635620,139289300
2020-07-13,1480.000000,1525.000000,1450.000000,1465.000000,1375.939575,119296000
2020-07-20,1465.000000,1695.000000,1465.000000,1570.000000,1474.556396,1394498800
2020-07-27,1540.000000,1610.000000,1510.000000,1565.000000,1469.860352,374114400
